# field_out
#x y z t Bx By Bz Ex Ey Ez
0 0 14050 0 0 0 -0.0580768 0 0 0 
0 0 14100 0 0 0 -0.025319 0 0 0 
0 0 14150 0 0 0 0.0034548 0 0 0 
0 0 14200 0 0 0 0.0312296 0 0 0 
0 0 14250 0 0 0 0.0607646 0 0 0 
0 0 14300 0 0 0 0.0951501 0 0 0 
0 0 14350 0 0 0 0.138371 0 0 16 
0 0 14400 0 0 0 0.196124 0 0 16 
0 0 14450 0 0 0 0.276883 0 0 16 
0 0 14500 0 0 0 0.392668 0 0 16 
0 0 14550 0 0 0 0.557248 0 0 16 
0 0 14600 0 0 0 0.77135 0 0 0 
0 0 14650 0 0 0 0.993554 0 0 0 
0 0 14700 0 0 0 1.14865 0 0 0 
0 0 14750 0 0 0 1.18533 0 0 0 
0 0 14800 0 0 0 1.10536 0 0 0 
0 0 14850 0 0 0 0.9636 0 0 0 
0 0 14900 0 0 0 0.844647 0 0 16 
0 0 14950 0 0 0 0.806494 0 0 16 
0 0 15000 0 0 0 0.869048 0 0 16 
0 0 15050 0 0 0 1.04593 0 0 16 
0 0 15100 0 0 0 1.35561 0 0 16 
0 0 15150 0 0 0 1.79098 0 0 0 
0 0 15200 0 0 0 2.25257 0 0 0 
0 0 15250 0 0 0 2.56641 0 0 0 
0 0 15300 0 0 0 2.61328 0 0 0 
0 0 15350 0 0 0 2.39332 0 0 0 
0 0 15400 0 0 0 2.02621 0 0 0 
0 0 15450 0 0 0 1.69678 0 0 16 
0 0 15500 0 0 0 1.5273 0 0 16 
0 0 15550 0 0 0 1.55 0 0 16 
0 0 15600 0 0 0 1.77831 0 0 16 
0 0 15650 0 0 0 2.23688 0 0 16 
0 0 15700 0 0 0 2.92245 0 0 0 
0 0 15750 0 0 0 3.71759 0 0 0 
0 0 15800 0 0 0 4.42859 0 0 0 
0 0 15850 0 0 0 5.02988 0 0 0 
0 0 15900 0 0 0 5.91 0 0 0 
0 0 15950 0 0 0 8.40947 0 0 0 
0 0 16000 0 0 0 16.5866 0 0 0 
0 0 16050 0 0 0 32.569 0 0 0 
0 0 16100 0 0 0 39.3839 0 0 0 
0 0 16150 0 0 0 40.3021 0 0 0 
0 0 16200 0 0 0 40.3431 0 0 0 
0 0 16250 0 0 0 40.3313 0 0 0 
0 0 16300 0 0 0 40.3274 0 0 0 
0 0 16350 0 0 0 40.3223 0 0 0 
0 0 16400 0 0 0 40.3198 0 0 0 
0 0 16450 0 0 0 40.3185 0 0 0 
0 0 16500 0 0 0 40.3169 0 0 0 
0 0 16550 0 0 0 40.3153 0 0 0 
0 0 16600 0 0 0 40.3137 0 0 0 
0 0 16650 0 0 0 40.3117 0 0 0 
0 0 16700 0 0 0 40.3093 0 0 0 
0 0 16750 0 0 0 40.3064 0 0 0 
0 0 16800 0 0 0 40.3026 0 0 0 
0 0 16850 0 0 0 40.298 0 0 0 
0 0 16900 0 0 0 40.2926 0 0 0 
0 0 16950 0 0 0 40.2852 0 0 0 
0 0 17000 0 0 0 40.2758 0 0 0 
0 0 17050 0 0 0 40.2642 0 0 0 
0 0 17100 0 0 0 40.2485 0 0 0 
0 0 17150 0 0 0 40.2284 0 0 0 
0 0 17200 0 0 0 40.2052 0 0 0 
0 0 17250 0 0 0 40.1704 0 0 0 
0 0 17300 0 0 0 40.0909 0 0 0 
0 0 17350 0 0 0 39.7387 0 0 0 
0 0 17400 0 0 0 36.3062 0 0 0 
0 0 17450 0 0 0 22.2911 0 0 0 
0 0 17500 0 0 0 9.679 0 0 0 
0 0 17550 0 0 0 5.35988 0 0 0 
0 0 17600 0 0 0 3.83663 0 0 0 
0 0 17650 0 0 0 3.11764 0 0 0 
0 0 17700 0 0 0 2.57166 0 0 0 
0 0 17750 0 0 0 2.02625 0 0 0 
0 0 17800 0 0 0 1.53783 0 0 0 
0 0 17850 0 0 0 1.18922 0 0 0 
0 0 17900 0 0 0 0.987542 0 0 0 
0 0 17950 0 0 0 0.911537 0 0 0 
0 0 18000 0 0 0 0.948445 0 0 0 
0 0 18050 0 0 0 1.08933 0 0 0 
0 0 18100 0 0 0 1.29444 0 0 0 
0 0 18150 0 0 0 1.46348 0 0 0 
0 0 18200 0 0 0 1.50229 0 0 0 
0 0 18250 0 0 0 1.38613 0 0 0 
0 0 18300 0 0 0 1.15259 0 0 0 
0 0 18350 0 0 0 0.899825 0 0 0 
0 0 18400 0 0 0 0.713384 0 0 0 
0 0 18450 0 0 0 0.612567 0 0 0 
0 0 18500 0 0 0 0.591136 0 0 0 
0 0 18550 0 0 0 0.645495 0 0 0 
0 0 18600 0 0 0 0.772897 0 0 0 
0 0 18650 0 0 0 0.944464 0 0 0 
0 0 18700 0 0 0 1.08237 0 0 0 
0 0 18750 0 0 0 1.11298 0 0 0 
0 0 18800 0 0 0 1.01664 0 0 0 
0 0 18850 0 0 0 0.82218 0 0 0 
0 0 18900 0 0 0 0.605318 0 0 0 
0 0 18950 0 0 0 0.430531 0 0 0 
0 0 19000 0 0 0 0.308151 0 0 0 
0 0 19050 0 0 0 0.225697 0 0 0 
0 0 19100 0 0 0 0.170363 0 0 0 
0 0 19150 0 0 0 0.133094 0 0 0 
0 0 19200 0 0 0 0.107647 0 0 0 
0 0 19250 0 0 0 0.0892491 0 0 0 
0 0 19300 0 0 0 0.0745277 0 0 0 
0 0 19350 0 0 0 0.0616678 0 0 0 
0 0 19400 0 0 0 0.0500255 0 0 0 
0 0 19450 0 0 0 0.0399253 0 0 0 
0 0 19500 0 0 0 0.0317854 0 0 0 
0 0 19550 0 0 0 0.0254908 0 0 0 
0 0 19600 0 0 0 0.020724 0 0 0 
0 0 19650 0 0 0 0.017432 0 0 0 
0 0 19700 0 0 0 0.0153471 0 0 0 
0 0 19750 0 0 0 0.0135422 0 0 0 
0 0 19800 0 0 0 0.0098047 0 0 0 
0 0 19850 0 0 0 0.00184352 0 0 0 
0 0 19900 0 0 0 -0.0116209 0 0 0 
0 0 19950 0 0 0 -0.0311414 0 0 0 
0 0 20000 0 0 0 -0.0568337 0 0 18 
0 0 20050 0 0 0 -0.0901567 0 0 18 
0 0 20100 0 0 0 -0.135535 0 0 18 
0 0 20150 0 0 0 -0.200304 0 0 18 
0 0 20200 0 0 0 -0.294176 0 0 18 
0 0 20250 0 0 0 -0.423715 0 0 0 
0 0 20300 0 0 0 -0.573968 0 0 0 
0 0 20350 0 0 0 -0.693081 0 0 0 
0 0 20400 0 0 0 -0.730937 0 0 0 
0 0 20450 0 0 0 -0.675149 0 0 0 
0 0 20500 0 0 0 -0.547429 0 0 0 
0 0 20550 0 0 0 -0.4027 0 0 18 
0 0 20600 0 0 0 -0.287833 0 0 18 
0 0 20650 0 0 0 -0.211232 0 0 18 
0 0 20700 0 0 0 -0.16529 0 0 18 
0 0 20750 0 0 0 -0.142536 0 0 18 
0 0 20800 0 0 0 -0.13745 0 0 0 
0 0 20850 0 0 0 -0.142704 0 0 0 
0 0 20900 0 0 0 -0.145478 0 0 0 
0 0 20950 0 0 0 -0.133964 0 0 0 
0 0 21000 0 0 0 -0.103506 0 0 0 
0 0 21050 0 0 0 -0.0554461 0 0 0 
0 0 21100 0 0 0 0.00359452 0 0 18 
0 0 21150 0 0 0 0.0701133 0 0 18 
0 0 21200 0 0 0 0.150417 0 0 18 
0 0 21250 0 0 0 0.257708 0 0 18 
0 0 21300 0 0 0 0.408787 0 0 18 
0 0 21350 0 0 0 0.614965 0 0 0 
0 0 21400 0 0 0 0.851353 0 0 0 
0 0 21450 0 0 0 1.03149 0 0 0 
0 0 21500 0 0 0 1.07117 0 0 0 
0 0 21550 0 0 0 0.947744 0 0 0 
0 0 21600 0 0 0 0.693706 0 0 0 
0 0 21650 0 0 0 0.394533 0 0 18 
0 0 21700 0 0 0 0.119294 0 0 18 
0 0 21750 0 0 0 -0.131385 0 0 18 
0 0 21800 0 0 0 -0.390113 0 0 18 
0 0 21850 0 0 0 -0.696004 0 0 18 
0 0 21900 0 0 0 -1.07642 0 0 0 
0 0 21950 0 0 0 -1.50121 0 0 0 
0 0 22000 0 0 0 -1.84527 0 0 0 
0 0 22050 0 0 0 -1.98709 0 0 0 
0 0 22100 0 0 0 -1.90028 0 0 0 
0 0 22150 0 0 0 -1.64539 0 0 0 
0 0 22200 0 0 0 -1.36879 0 0 18 
0 0 22250 0 0 0 -1.20049 0 0 18 
0 0 22300 0 0 0 -1.17948 0 0 18 
0 0 22350 0 0 0 -1.31365 0 0 18 
0 0 22400 0 0 0 -1.62186 0 0 18 
0 0 22450 0 0 0 -2.12327 0 0 0 
0 0 22500 0 0 0 -2.77774 0 0 0 
0 0 22550 0 0 0 -3.44095 0 0 0 
0 0 22600 0 0 0 -4.0388 0 0 0 
0 0 22650 0 0 0 -4.80233 0 0 0 
0 0 22700 0 0 0 -6.60024 0 0 0 
0 0 22750 0 0 0 -12.2742 0 0 0 
0 0 22800 0 0 0 -27.0153 0 0 0 
0 0 22850 0 0 0 -38.0231 0 0 0 
0 0 22900 0 0 0 -40.0053 0 0 0 
0 0 22950 0 0 0 -40.2341 0 0 0 
0 0 23000 0 0 0 -40.251 0 0 0 
0 0 23050 0 0 0 -40.2655 0 0 0 
0 0 23100 0 0 0 -40.2776 0 0 0 
0 0 23150 0 0 0 -40.2856 0 0 0 
0 0 23200 0 0 0 -40.2928 0 0 0 
0 0 23250 0 0 0 -40.2987 0 0 0 
0 0 23300 0 0 0 -40.3032 0 0 0 
0 0 23350 0 0 0 -40.3068 0 0 0 
0 0 23400 0 0 0 -40.3097 0 0 0 
0 0 23450 0 0 0 -40.3118 0 0 0 
0 0 23500 0 0 0 -40.3135 0 0 0 
0 0 23550 0 0 0 -40.3146 0 0 0 
0 0 23600 0 0 0 -40.3152 0 0 0 
0 0 23650 0 0 0 -40.3155 0 0 0 
0 0 23700 0 0 0 -40.3154 0 0 0 
0 0 23750 0 0 0 -40.315 0 0 0 
0 0 23800 0 0 0 -40.3142 0 0 0 
0 0 23850 0 0 0 -40.3131 0 0 0 
0 0 23900 0 0 0 -40.3115 0 0 0 
0 0 23950 0 0 0 -40.3103 0 0 0 
0 0 24000 0 0 0 -40.3118 0 0 0 
0 0 24050 0 0 0 -40.3134 0 0 0 
0 0 24100 0 0 0 -40.2897 0 0 0 
0 0 24150 0 0 0 -39.9843 0 0 0 
0 0 24200 0 0 0 -36.6711 0 0 0 
0 0 24250 0 0 0 -22.8177 0 0 0 
0 0 24300 0 0 0 -10.4655 0 0 0 
0 0 24350 0 0 0 -6.41147 0 0 0 
0 0 24400 0 0 0 -5.10295 0 0 0 
0 0 24450 0 0 0 -4.45766 0 0 0 
0 0 24500 0 0 0 -3.81963 0 0 0 
0 0 24550 0 0 0 -3.05776 0 0 0 
0 0 24600 0 0 0 -2.32831 0 0 15 
0 0 24650 0 0 0 -1.79997 0 0 15 
0 0 24700 0 0 0 -1.49931 0 0 15 
0 0 24750 0 0 0 -1.39796 0 0 15 
0 0 24800 0 0 0 -1.47829 0 0 15 
0 0 24850 0 0 0 -1.72752 0 0 0 
0 0 24900 0 0 0 -2.0796 0 0 0 
0 0 24950 0 0 0 -2.3651 0 0 0 
0 0 25000 0 0 0 -2.42448 0 0 0 
0 0 25050 0 0 0 -2.21487 0 0 0 
0 0 25100 0 0 0 -1.79768 0 0 0 
0 0 25150 0 0 0 -1.3353 0 0 15 
0 0 25200 0 0 0 -0.966454 0 0 15 
0 0 25250 0 0 0 -0.714296 0 0 15 
0 0 25300 0 0 0 -0.553637 0 0 15 
0 0 25350 0 0 0 -0.459383 0 0 15 
0 0 25400 0 0 0 -0.413706 0 0 0 
0 0 25450 0 0 0 -0.399312 0 0 0 
0 0 25500 0 0 0 -0.392652 0 0 0 
0 0 25550 0 0 0 -0.37367 0 0 0 
0 0 25600 0 0 0 -0.335365 0 0 0 
0 0 25650 0 0 0 -0.282058 0 0 0 
0 0 25700 0 0 0 -0.228718 0 0 15 
0 0 25750 0 0 0 -0.188499 0 0 15 
0 0 25800 0 0 0 -0.163651 0 0 15 
0 0 25850 0 0 0 -0.152033 0 0 15 
0 0 25900 0 0 0 -0.151987 0 0 15 
0 0 25950 0 0 0 -0.162537 0 0 0 
0 0 26000 0 0 0 -0.181305 0 0 0 
0 0 26050 0 0 0 -0.202686 0 0 0 
0 0 26100 0 0 0 -0.222091 0 0 0 
0 0 26150 0 0 0 -0.240055 0 0 0 
0 0 26200 0 0 0 -0.262208 0 0 0 
0 0 26250 0 0 0 -0.299864 0 0 15 
0 0 26300 0 0 0 -0.366627 0 0 15 
0 0 26350 0 0 0 -0.476773 0 0 15 
0 0 26400 0 0 0 -0.649775 0 0 15 
0 0 26450 0 0 0 -0.911724 0 0 15 
0 0 26500 0 0 0 -1.28046 0 0 0 
0 0 26550 0 0 0 -1.71193 0 0 0 
0 0 26600 0 0 0 -2.05571 0 0 0 
0 0 26650 0 0 0 -2.16682 0 0 0 
0 0 26700 0 0 0 -2.00982 0 0 0 
0 0 26750 0 0 0 -1.64851 0 0 0 
0 0 26800 0 0 0 -1.24342 0 0 15 
0 0 26850 0 0 0 -0.93263 0 0 15 
0 0 26900 0 0 0 -0.744286 0 0 15 
0 0 26950 0 0 0 -0.662236 0 0 15 
0 0 27000 0 0 0 -0.672431 0 0 15 
0 0 27050 0 0 0 -0.764613 0 0 0 
0 0 27100 0 0 0 -0.906779 0 0 0 
0 0 27150 0 0 0 -1.02284 0 0 0 
0 0 27200 0 0 0 -1.04177 0 0 0 
